EEG1,EEG2,Acc_X,Acc_Y,Acc_Z,User_Number
847.164856,847.164856,-656.2510376,800.7825317,136.7189636,1
842.2299194,843.874939,-652.3447876,785.1574707,136.7189636,1
837.2949829,842.2299194,-656.2510376,796.8762207,136.7189636,1
845.5198975,842.2299194,-656.2510376,796.8762207,136.7189636,1
838.9400024,848.8098755,-656.2510376,792.9699707,136.7189636,1
838.9400024,848.8098755,-656.2510376,792.9699707,140.6252136,1
845.5198975,843.874939,-656.2510376,792.9699707,140.6252136,1
842.2299194,848.8098755,-656.2510376,796.8762207,140.6252136,1
845.5198975,855.3897705,-656.2510376,792.9699707,136.7189636,1
838.9400024,850.454834,-656.2510376,796.8762207,136.7189636,1
838.9400024,850.454834,-656.2510376,792.9699707,136.7189636,1
840.5849609,853.744812,-656.2510376,796.8762207,136.7189636,1
855.3897705,842.2299194,-652.3447876,796.8762207,140.6252136,1
848.8098755,857.034729,-656.2510376,792.9699707,136.7189636,1
842.2299194,855.3897705,-656.2510376,796.8762207,136.7189636,1
842.2299194,855.3897705,-656.2510376,792.9699707,136.7189636,1
843.874939,847.164856,-656.2510376,796.8762207,136.7189636,1
848.8098755,843.874939,-652.3447876,796.8762207,136.7189636,1
850.454834,840.5849609,-656.2510376,796.8762207,136.7189636,1
850.454834,855.3897705,-656.2510376,792.9699707,136.7189636,1
853.744812,840.5849609,-656.2510376,792.9699707,136.7189636,1
853.744812,840.5849609,-656.2510376,796.8762207,136.7189636,1
855.3897705,843.874939,-656.2510376,796.8762207,136.7189636,1
847.164856,857.034729,-656.2510376,796.8762207,136.7189636,1
847.164856,857.034729,-656.2510376,792.9699707,132.8127136,1
850.454834,843.874939,-656.2510376,792.9699707,132.8127136,1
842.2299194,848.8098755,-652.3447876,796.8762207,140.6252136,1
842.2299194,848.8098755,-656.2510376,796.8762207,136.7189636,1
847.164856,848.8098755,-660.1572876,792.9699707,136.7189636,1
843.874939,843.874939,-660.1572876,792.9699707,136.7189636,1
848.8098755,843.874939,-656.2510376,792.9699707,140.6252136,1
845.5198975,843.874939,-652.3447876,792.9699707,136.7189636,1
848.8098755,840.5849609,-656.2510376,796.8762207,136.7189636,1
855.3897705,840.5849609,-652.3447876,796.8762207,140.6252136,1
853.744812,847.164856,-656.2510376,800.7825317,136.7189636,1
850.454834,843.874939,-652.3447876,792.9699707,136.7189636,1
850.454834,843.874939,-652.3447876,792.9699707,140.6252136,1
847.164856,838.9400024,-652.3447876,792.9699707,140.6252136,1
852.0997925,842.2299194,-652.3447876,792.9699707,140.6252136,1
860.324707,837.2949829,-660.1572876,796.8762207,132.8127136,1
852.0997925,827.4251099,-652.3447876,796.8762207,140.6252136,1
852.0997925,827.4251099,-656.2510376,800.7825317,136.7189636,1
852.0997925,848.8098755,-656.2510376,800.7825317,136.7189636,1
852.0997925,848.8098755,-652.3447876,792.9699707,140.6252136,1
852.0997925,847.164856,-652.3447876,792.9699707,140.6252136,1
847.164856,848.8098755,-656.2510376,792.9699707,136.7189636,1
848.8098755,840.5849609,-652.3447876,792.9699707,136.7189636,1
848.8098755,850.454834,-656.2510376,796.8762207,140.6252136,1
852.0997925,847.164856,-652.3447876,792.9699707,136.7189636,1
850.454834,848.8098755,-652.3447876,792.9699707,136.7189636,1
850.454834,845.5198975,-652.3447876,792.9699707,136.7189636,1
852.0997925,853.744812,-656.2510376,796.8762207,136.7189636,1
855.3897705,847.164856,-656.2510376,792.9699707,136.7189636,1
855.3897705,842.2299194,-656.2510376,796.8762207,140.6252136,1
845.5198975,848.8098755,-652.3447876,792.9699707,136.7189636,1
840.5849609,855.3897705,-652.3447876,792.9699707,136.7189636,1
837.2949829,852.0997925,-652.3447876,796.8762207,136.7189636,1
837.2949829,852.0997925,-652.3447876,796.8762207,140.6252136,1
852.0997925,842.2299194,-656.2510376,796.8762207,136.7189636,1
843.874939,845.5198975,-652.3447876,792.9699707,136.7189636,1
848.8098755,858.6797485,-652.3447876,796.8762207,140.6252136,1
842.2299194,853.744812,-656.2510376,792.9699707,136.7189636,1
857.034729,835.6500244,-648.4385376,792.9699707,140.6252136,1
842.2299194,855.3897705,-648.4385376,792.9699707,140.6252136,1
847.164856,852.0997925,-656.2510376,792.9699707,140.6252136,1
838.9400024,847.164856,-656.2510376,792.9699707,140.6252136,1
838.9400024,845.5198975,-652.3447876,796.8762207,140.6252136,1
848.8098755,848.8098755,-652.3447876,792.9699707,140.6252136,1
848.8098755,853.744812,-652.3447876,792.9699707,140.6252136,1
848.8098755,845.5198975,-652.3447876,796.8762207,136.7189636,1
853.744812,848.8098755,-656.2510376,796.8762207,136.7189636,1
847.164856,858.6797485,-652.3447876,796.8762207,136.7189636,1
847.164856,853.744812,-652.3447876,796.8762207,136.7189636,1
842.2299194,847.164856,-656.2510376,796.8762207,136.7189636,1
842.2299194,847.164856,-648.4385376,789.0637207,140.6252136,1
847.164856,847.164856,-648.4385376,789.0637207,140.6252136,1
843.874939,843.874939,-656.2510376,796.8762207,140.6252136,1
847.164856,848.8098755,-648.4385376,796.8762207,136.7189636,1
852.0997925,852.0997925,-648.4385376,796.8762207,136.7189636,1
848.8098755,852.0997925,-656.2510376,796.8762207,140.6252136,1
850.454834,850.454834,-652.3447876,796.8762207,136.7189636,1
845.5198975,858.6797485,-652.3447876,792.9699707,140.6252136,1
848.8098755,855.3897705,-652.3447876,792.9699707,140.6252136,1
847.164856,850.454834,-656.2510376,796.8762207,136.7189636,1
852.0997925,848.8098755,-652.3447876,796.8762207,140.6252136,1
837.2949829,855.3897705,-652.3447876,796.8762207,136.7189636,1
837.2949829,855.3897705,-652.3447876,796.8762207,140.6252136,1
852.0997925,852.0997925,-656.2510376,796.8762207,136.7189636,1
850.454834,837.2949829,-652.3447876,796.8762207,140.6252136,1
842.2299194,845.5198975,-652.3447876,796.8762207,140.6252136,1
843.874939,848.8098755,-656.2510376,796.8762207,136.7189636,1
843.874939,848.8098755,-648.4385376,789.0637207,136.7189636,1
848.8098755,857.034729,-648.4385376,789.0637207,136.7189636,1
847.164856,855.3897705,-652.3447876,800.7825317,140.6252136,1
847.164856,855.3897705,-656.2510376,796.8762207,136.7189636,1
843.874939,853.744812,-656.2510376,796.8762207,136.7189636,1
850.454834,838.9400024,-648.4385376,792.9699707,140.6252136,1
842.2299194,852.0997925,-648.4385376,792.9699707,140.6252136,1
845.5198975,853.744812,-652.3447876,796.8762207,140.6252136,1
842.2299194,843.874939,-656.2510376,800.7825317,136.7189636,1
843.874939,842.2299194,-656.2510376,800.7825317,136.7189636,1
855.3897705,850.454834,-648.4385376,796.8762207,140.6252136,1
850.454834,847.164856,-652.3447876,796.8762207,136.7189636,1
845.5198975,853.744812,-648.4385376,796.8762207,140.6252136,1
848.8098755,852.0997925,-648.4385376,796.8762207,140.6252136,1
847.164856,842.2299194,-652.3447876,796.8762207,140.6252136,1
842.2299194,857.034729,-652.3447876,796.8762207,140.6252136,1
845.5198975,845.5198975,-652.3447876,796.8762207,140.6252136,1
845.5198975,852.0997925,-652.3447876,792.9699707,140.6252136,1
848.8098755,843.874939,-652.3447876,792.9699707,132.8127136,1
847.164856,850.454834,-652.3447876,792.9699707,132.8127136,1
843.874939,850.454834,-652.3447876,792.9699707,132.8127136,1
847.164856,848.8098755,-648.4385376,796.8762207,140.6252136,1
848.8098755,845.5198975,-652.3447876,800.7825317,136.7189636,1
843.874939,857.034729,-648.4385376,796.8762207,140.6252136,1
837.2949829,850.454834,-652.3447876,796.8762207,140.6252136,1
855.3897705,848.8098755,-652.3447876,796.8762207,140.6252136,1
855.3897705,847.164856,-648.4385376,796.8762207,140.6252136,1
845.5198975,850.454834,-652.3447876,796.8762207,140.6252136,1
845.5198975,837.2949829,-648.4385376,796.8762207,140.6252136,1
843.874939,843.874939,-656.2510376,800.7825317,140.6252136,1
847.164856,853.744812,-652.3447876,800.7825317,136.7189636,1
845.5198975,847.164856,-648.4385376,789.0637207,136.7189636,1
845.5198975,845.5198975,-648.4385376,789.0637207,136.7189636,1
850.454834,847.164856,-656.2510376,796.8762207,136.7189636,1
845.5198975,845.5198975,-656.2510376,796.8762207,136.7189636,1
847.164856,852.0997925,-648.4385376,796.8762207,140.6252136,1
845.5198975,838.9400024,-648.4385376,796.8762207,140.6252136,1
842.2299194,845.5198975,-648.4385376,796.8762207,136.7189636,1
840.5849609,840.5849609,-652.3447876,800.7825317,136.7189636,1
840.5849609,840.5849609,-648.4385376,796.8762207,140.6252136,1
840.5849609,840.5849609,-652.3447876,800.7825317,140.6252136,1
843.874939,840.5849609,-652.3447876,800.7825317,140.6252136,1
843.874939,850.454834,-648.4385376,792.9699707,140.6252136,1
840.5849609,845.5198975,-648.4385376,792.9699707,140.6252136,1
840.5849609,845.5198975,-648.4385376,796.8762207,136.7189636,1
848.8098755,855.3897705,-652.3447876,796.8762207,140.6252136,1
848.8098755,850.454834,-648.4385376,796.8762207,140.6252136,1
848.8098755,850.454834,-652.3447876,800.7825317,136.7189636,1
845.5198975,858.6797485,-652.3447876,800.7825317,136.7189636,1
843.874939,853.744812,-648.4385376,796.8762207,144.5314789,1
840.5849609,853.744812,-644.5322876,789.0637207,140.6252136,1
843.874939,852.0997925,-648.4385376,804.6887817,140.6252136,1
843.874939,848.8098755,-652.3447876,796.8762207,140.6252136,1
842.2299194,845.5198975,-648.4385376,796.8762207,140.6252136,1
842.2299194,845.5198975,-652.3447876,800.7825317,140.6252136,1
843.874939,853.744812,-652.3447876,800.7825317,140.6252136,1
845.5198975,837.2949829,-648.4385376,800.7825317,140.6252136,1
835.6500244,840.5849609,-652.3447876,796.8762207,136.7189636,1
850.454834,850.454834,-648.4385376,796.8762207,140.6252136,1
840.5849609,848.8098755,-648.4385376,796.8762207,140.6252136,1
840.5849609,847.164856,-648.4385376,800.7825317,140.6252136,1
845.5198975,852.0997925,-648.4385376,800.7825317,140.6252136,1
842.2299194,842.2299194,-652.3447876,796.8762207,140.6252136,1
842.2299194,842.2299194,-648.4385376,796.8762207,140.6252136,1
843.874939,855.3897705,-648.4385376,796.8762207,140.6252136,1
848.8098755,853.744812,-648.4385376,792.9699707,140.6252136,1
840.5849609,842.2299194,-652.3447876,800.7825317,140.6252136,1
842.2299194,848.8098755,-648.4385376,800.7825317,136.7189636,1
850.454834,847.164856,-648.4385376,796.8762207,140.6252136,1
850.454834,847.164856,-648.4385376,800.7825317,140.6252136,1
850.454834,848.8098755,-648.4385376,796.8762207,140.6252136,1
838.9400024,848.8098755,-648.4385376,800.7825317,140.6252136,1
848.8098755,847.164856,-648.4385376,796.8762207,140.6252136,1
848.8098755,847.164856,-648.4385376,800.7825317,140.6252136,1
845.5198975,850.454834,-644.5322876,792.9699707,140.6252136,1
847.164856,847.164856,-644.5322876,792.9699707,140.6252136,1
857.034729,847.164856,-652.3447876,800.7825317,140.6252136,1
847.164856,848.8098755,-652.3447876,800.7825317,140.6252136,1
845.5198975,843.874939,-644.5322876,800.7825317,140.6252136,1
847.164856,843.874939,-644.5322876,800.7825317,140.6252136,1
852.0997925,842.2299194,-644.5322876,800.7825317,140.6252136,1
842.2299194,847.164856,-648.4385376,800.7825317,140.6252136,1
847.164856,853.744812,-644.5322876,796.8762207,140.6252136,1
852.0997925,847.164856,-648.4385376,800.7825317,140.6252136,1
847.164856,847.164856,-640.6259766,796.8762207,144.5314789,1
843.874939,855.3897705,-652.3447876,800.7825317,140.6252136,1
843.874939,855.3897705,-652.3447876,796.8762207,140.6252136,1
843.874939,850.454834,-652.3447876,796.8762207,140.6252136,1
853.744812,843.874939,-648.4385376,800.7825317,140.6252136,1
847.164856,852.0997925,-648.4385376,800.7825317,140.6252136,1
853.744812,842.2299194,-648.4385376,796.8762207,140.6252136,1
847.164856,842.2299194,-648.4385376,796.8762207,140.6252136,1
845.5198975,842.2299194,-648.4385376,796.8762207,140.6252136,1
838.9400024,843.874939,-648.4385376,800.7825317,140.6252136,1
840.5849609,840.5849609,-648.4385376,800.7825317,140.6252136,1
843.874939,845.5198975,-648.4385376,800.7825317,140.6252136,1
847.164856,847.164856,-644.5322876,800.7825317,144.5314789,1
848.8098755,845.5198975,-648.4385376,796.8762207,140.6252136,1
853.744812,848.8098755,-648.4385376,796.8762207,140.6252136,1
847.164856,848.8098755,-644.5322876,796.8762207,140.6252136,1
847.164856,848.8098755,-648.4385376,804.6887817,140.6252136,1
847.164856,848.8098755,-652.3447876,804.6887817,136.7189636,1
852.0997925,850.454834,-652.3447876,804.6887817,136.7189636,1
850.454834,843.874939,-644.5322876,800.7825317,140.6252136,1
852.0997925,848.8098755,-644.5322876,800.7825317,140.6252136,1
853.744812,845.5198975,-648.4385376,800.7825317,140.6252136,1
845.5198975,843.874939,-644.5322876,796.8762207,140.6252136,1
843.874939,848.8098755,-648.4385376,804.6887817,136.7189636,1
843.874939,848.8098755,-648.4385376,800.7825317,140.6252136,1
845.5198975,855.3897705,-648.4385376,800.7825317,140.6252136,1
858.6797485,840.5849609,-648.4385376,800.7825317,140.6252136,1
857.034729,837.2949829,-648.4385376,800.7825317,140.6252136,1
850.454834,840.5849609,-648.4385376,800.7825317,140.6252136,1
850.454834,840.5849609,-648.4385376,796.8762207,140.6252136,1
853.744812,847.164856,-648.4385376,796.8762207,140.6252136,1
848.8098755,840.5849609,-648.4385376,800.7825317,144.5314789,1
847.164856,847.164856,-648.4385376,800.7825317,144.5314789,1
850.454834,847.164856,-652.3447876,800.7825317,136.7189636,1
837.2949829,850.454834,-640.6259766,800.7825317,144.5314789,1
837.2949829,850.454834,-648.4385376,804.6887817,140.6252136,1
837.2949829,850.454834,-652.3447876,800.7825317,140.6252136,1
845.5198975,840.5849609,-644.5322876,800.7825317,140.6252136,1
848.8098755,845.5198975,-644.5322876,800.7825317,140.6252136,1
852.0997925,835.6500244,-648.4385376,800.7825317,140.6252136,1
852.0997925,835.6500244,-648.4385376,800.7825317,136.7189636,1
850.454834,847.164856,-648.4385376,800.7825317,136.7189636,1
852.0997925,845.5198975,-648.4385376,800.7825317,136.7189636,1
848.8098755,845.5198975,-648.4385376,800.7825317,140.6252136,1
842.2299194,850.454834,-648.4385376,800.7825317,140.6252136,1
848.8098755,847.164856,-648.4385376,800.7825317,144.5314789,1
848.8098755,848.8098755,-648.4385376,800.7825317,144.5314789,1
845.5198975,843.874939,-652.3447876,804.6887817,136.7189636,1
845.5198975,843.874939,-640.6259766,800.7825317,144.5314789,1
845.5198975,842.2299194,-640.6259766,800.7825317,144.5314789,1
848.8098755,847.164856,-652.3447876,796.8762207,140.6252136,1
855.3897705,845.5198975,-644.5322876,800.7825317,140.6252136,1
848.8098755,843.874939,-648.4385376,796.8762207,140.6252136,1
842.2299194,840.5849609,-648.4385376,800.7825317,140.6252136,1
848.8098755,855.3897705,-648.4385376,800.7825317,140.6252136,1
848.8098755,848.8098755,-648.4385376,800.7825317,140.6252136,1
855.3897705,834.0050049,-644.5322876,800.7825317,140.6252136,1
848.8098755,838.9400024,-644.5322876,800.7825317,140.6252136,1
843.874939,842.2299194,-648.4385376,796.8762207,140.6252136,1
840.5849609,842.2299194,-648.4385376,804.6887817,140.6252136,1
852.0997925,847.164856,-644.5322876,796.8762207,144.5314789,1
848.8098755,853.744812,-644.5322876,804.6887817,144.5314789,1
845.5198975,843.874939,-652.3447876,800.7825317,140.6252136,1
858.6797485,852.0997925,-644.5322876,800.7825317,144.5314789,1
858.6797485,852.0997925,-648.4385376,804.6887817,140.6252136,1
853.744812,843.874939,-648.4385376,800.7825317,144.5314789,1
842.2299194,842.2299194,-648.4385376,800.7825317,140.6252136,1
853.744812,850.454834,-648.4385376,800.7825317,140.6252136,1
845.5198975,852.0997925,-644.5322876,800.7825317,140.6252136,1
848.8098755,847.164856,-644.5322876,800.7825317,140.6252136,1
853.744812,852.0997925,-648.4385376,800.7825317,140.6252136,1
848.8098755,852.0997925,-648.4385376,800.7825317,144.5314789,1
850.454834,845.5198975,-648.4385376,800.7825317,144.5314789,1
850.454834,847.164856,-652.3447876,804.6887817,136.7189636,1
845.5198975,855.3897705,-652.3447876,804.6887817,136.7189636,1
850.454834,847.164856,-640.6259766,796.8762207,144.5314789,1
848.8098755,853.744812,-648.4385376,800.7825317,144.5314789,1
843.874939,852.0997925,-648.4385376,796.8762207,144.5314789,1
845.5198975,852.0997925,-648.4385376,796.8762207,144.5314789,1
845.5198975,847.164856,-644.5322876,800.7825317,144.5314789,1
847.164856,845.5198975,-644.5322876,800.7825317,148.4377289,1
843.874939,842.2299194,-648.4385376,804.6887817,144.5314789,1
843.874939,842.2299194,-648.4385376,800.7825317,144.5314789,1
842.2299194,850.454834,-648.4385376,800.7825317,144.5314789,1
847.164856,852.0997925,-648.4385376,796.8762207,148.4377289,1
845.5198975,850.454834,-648.4385376,792.9699707,148.4377289,1
845.5198975,850.454834,-648.4385376,785.1574707,152.3439941,1
845.5198975,850.454834,-652.3447876,792.9699707,148.4377289,1
848.8098755,850.454834,-652.3447876,792.9699707,148.4377289,1
852.0997925,843.874939,-660.1572876,808.5950317,148.4377289,1
852.0997925,843.874939,-656.2510376,812.5012817,148.4377289,1
848.8098755,853.744812,-656.2510376,812.5012817,148.4377289,1
848.8098755,852.0997925,-644.5322876,781.2512207,152.3439941,1
842.2299194,842.2299194,-667.9697876,800.7825317,132.8127136,1
847.164856,852.0997925,-636.7197266,789.0637207,140.6252136,1
845.5198975,848.8098755,-632.8134766,781.2512207,144.5314789,1
842.2299194,848.8098755,-664.0635376,808.5950317,128.9064484,1
842.2299194,843.874939,-656.2510376,781.2512207,140.6252136,1
842.2299194,843.874939,-652.3447876,781.2512207,144.5314789,1
843.874939,845.5198975,-652.3447876,781.2512207,144.5314789,1
843.874939,847.164856,-660.1572876,800.7825317,140.6252136,1
848.8098755,842.2299194,-679.6885376,742.1886597,148.4377289,1
847.164856,843.874939,-679.6885376,742.1886597,148.4377289,1
848.8098755,838.9400024,-667.9697876,804.6887817,164.0627594,1
847.164856,832.3600464,-671.8760376,796.8762207,144.5314789,1
847.164856,832.3600464,-656.2510376,781.2512207,132.8127136,1
845.5198975,832.3600464,-656.2510376,781.2512207,132.8127136,1
843.874939,842.2299194,-656.2510376,781.2512207,132.8127136,1
842.2299194,848.8098755,-660.1572876,781.2512207,128.9064484,1
845.5198975,848.8098755,-644.5322876,781.2512207,152.3439941,1
845.5198975,850.454834,-675.7822876,796.8762207,148.4377289,1
842.2299194,847.164856,-671.8760376,796.8762207,148.4377289,1
843.874939,852.0997925,-660.1572876,804.6887817,148.4377289,1
843.874939,850.454834,-652.3447876,792.9699707,148.4377289,1
845.5198975,845.5198975,-652.3447876,792.9699707,148.4377289,1
847.164856,845.5198975,-652.3447876,792.9699707,148.4377289,1
847.164856,845.5198975,-652.3447876,796.8762207,148.4377289,1
847.164856,845.5198975,-652.3447876,800.7825317,148.4377289,1
845.5198975,842.2299194,-652.3447876,800.7825317,144.5314789,1
847.164856,845.5198975,-648.4385376,796.8762207,144.5314789,1
845.5198975,848.8098755,-648.4385376,800.7825317,140.6252136,1
845.5198975,848.8098755,-636.7197266,800.7825317,136.7189636,1
848.8098755,852.0997925,-636.7197266,800.7825317,132.8127136,1
847.164856,845.5198975,-636.7197266,804.6887817,136.7189636,1
847.164856,845.5198975,-644.5322876,808.5950317,144.5314789,1
850.454834,842.2299194,-644.5322876,808.5950317,144.5314789,1
847.164856,848.8098755,-640.6259766,800.7825317,148.4377289,1
848.8098755,842.2299194,-640.6259766,800.7825317,148.4377289,1
845.5198975,847.164856,-644.5322876,808.5950317,144.5314789,1
845.5198975,838.9400024,-632.8134766,796.8762207,144.5314789,1
842.2299194,840.5849609,-640.6259766,812.5012817,140.6252136,1
845.5198975,847.164856,-640.6259766,804.6887817,144.5314789,1
850.454834,853.744812,-636.7197266,804.6887817,144.5314789,1
845.5198975,847.164856,-636.7197266,804.6887817,144.5314789,1
848.8098755,847.164856,-640.6259766,808.5950317,140.6252136,1
847.164856,847.164856,-636.7197266,804.6887817,144.5314789,1
847.164856,847.164856,-640.6259766,804.6887817,144.5314789,1
838.9400024,835.6500244,-640.6259766,804.6887817,144.5314789,1
847.164856,840.5849609,-636.7197266,804.6887817,144.5314789,1
847.164856,840.5849609,-640.6259766,804.6887817,144.5314789,1
842.2299194,850.454834,-640.6259766,804.6887817,144.5314789,1
843.874939,850.454834,-640.6259766,808.5950317,144.5314789,1
847.164856,835.6500244,-644.5322876,808.5950317,140.6252136,1
847.164856,835.6500244,-636.7197266,796.8762207,148.4377289,1
842.2299194,853.744812,-636.7197266,796.8762207,148.4377289,1
843.874939,848.8098755,-644.5322876,804.6887817,144.5314789,1
842.2299194,838.9400024,-644.5322876,804.6887817,144.5314789,1
838.9400024,850.454834,-636.7197266,804.6887817,144.5314789,1
845.5198975,845.5198975,-640.6259766,808.5950317,144.5314789,1
845.5198975,853.744812,-640.6259766,804.6887817,144.5314789,1
848.8098755,852.0997925,-640.6259766,804.6887817,144.5314789,1
848.8098755,847.164856,-640.6259766,804.6887817,148.4377289,1
847.164856,843.874939,-640.6259766,804.6887817,144.5314789,1
845.5198975,848.8098755,-640.6259766,804.6887817,144.5314789,1
847.164856,842.2299194,-640.6259766,804.6887817,144.5314789,1
842.2299194,848.8098755,-640.6259766,804.6887817,144.5314789,1
845.5198975,852.0997925,-640.6259766,800.7825317,148.4377289,1
845.5198975,850.454834,-640.6259766,800.7825317,148.4377289,1
843.874939,850.454834,-640.6259766,804.6887817,144.5314789,1
845.5198975,845.5198975,-640.6259766,796.8762207,144.5314789,1
848.8098755,852.0997925,-640.6259766,808.5950317,148.4377289,1
848.8098755,852.0997925,-644.5322876,808.5950317,148.4377289,1
848.8098755,855.3897705,-644.5322876,800.7825317,144.5314789,1
847.164856,853.744812,-644.5322876,800.7825317,144.5314789,1
847.164856,845.5198975,-640.6259766,800.7825317,148.4377289,1
848.8098755,845.5198975,-644.5322876,804.6887817,144.5314789,1
845.5198975,845.5198975,-644.5322876,804.6887817,144.5314789,1
847.164856,840.5849609,-640.6259766,804.6887817,148.4377289,1
842.2299194,843.874939,-640.6259766,804.6887817,148.4377289,1
842.2299194,843.874939,-644.5322876,804.6887817,148.4377289,1
842.2299194,843.874939,-640.6259766,808.5950317,148.4377289,1
843.874939,845.5198975,-640.6259766,808.5950317,148.4377289,1
840.5849609,850.454834,-640.6259766,808.5950317,148.4377289,1
847.164856,853.744812,-640.6259766,796.8762207,148.4377289,1
848.8098755,852.0997925,-640.6259766,796.8762207,148.4377289,1
850.454834,843.874939,-640.6259766,796.8762207,148.4377289,1
850.454834,842.2299194,-644.5322876,804.6887817,148.4377289,1
